Date,Close
1/2/2015,46.76
1/5/2015,46.33
1/6/2015,45.65
1/7/2015,46.23
1/8/2015,47.59
1/9/2015,47.19
1/12/2015,46.6
1/13/2015,46.36
1/14/2015,45.96
1/15/2015,45.48
1/16/2015,46.24
1/20/2015,46.39
1/21/2015,45.92
1/22/2015,47.13
1/23/2015,47.18
1/26/2015,47.01
1/27/2015,42.66
1/28/2015,41.19
1/29/2015,42.01
1/30/2015,40.4
2/2/2015,41.28
2/3/2015,41.6
2/4/2015,41.84
2/5/2015,42.45
2/6/2015,42.41
2/9/2015,42.36
2/10/2015,42.6
2/11/2015,42.38
2/12/2015,43.09
2/13/2015,43.87
2/17/2015,43.58
2/18/2015,43.53
2/19/2015,43.5
2/20/2015,43.86
2/23/2015,44.15
2/24/2015,44.09
2/25/2015,43.99
2/26/2015,44.06
2/27/2015,43.85
3/2/2015,43.88
3/3/2015,43.28
3/4/2015,43.06
3/5/2015,43.11
3/6/2015,42.36
3/9/2015,42.85
3/10/2015,42.03
3/11/2015,41.98
3/12/2015,41.02
3/13/2015,41.38
3/16/2015,41.56
3/17/2015,41.7
3/18/2015,42.5
3/19/2015,42.29
3/20/2015,42.88
3/23/2015,42.86
3/24/2015,42.9
3/25/2015,41.46
3/26/2015,41.21
3/27/2015,40.97
3/30/2015,40.96
3/31/2015,40.66
4/1/2015,40.72
4/2/2015,40.29
4/6/2015,41.55
4/7/2015,41.53
4/8/2015,41.42
4/9/2015,41.48
4/10/2015,41.72
4/13/2015,41.76
4/14/2015,41.65
4/15/2015,42.26
4/16/2015,42.16
4/17/2015,41.62
4/20/2015,42.91
4/21/2015,42.64
4/22/2015,42.99
4/23/2015,43.34
4/24/2015,47.87
4/27/2015,48.03
4/28/2015,49.16
4/29/2015,49.06
4/30/2015,48.64
5/1/2015,48.66
5/4/2015,48.24
5/5/2015,47.6
5/6/2015,46.28
5/7/2015,46.7
5/8/2015,47.75
5/11/2015,47.37
5/12/2015,47.35
5/13/2015,47.63
5/14/2015,48.72
5/15/2015,48.3
5/18/2015,48.01
5/19/2015,47.58
5/20/2015,47.58
5/21/2015,47.42
5/22/2015,46.9
5/26/2015,46.59
5/27/2015,47.61
5/28/2015,47.45
5/29/2015,46.86
6/1/2015,47.23
6/2/2015,46.92
6/3/2015,46.85
6/4/2015,46.36
6/5/2015,46.14
6/8/2015,45.73
6/9/2015,45.65
6/10/2015,46.61
6/11/2015,46.44
6/12/2015,45.97
6/15/2015,45.48
6/16/2015,45.83
6/17/2015,45.97
6/18/2015,46.72
6/19/2015,46.1
6/22/2015,46.23
6/23/2015,45.91
6/24/2015,45.64
6/25/2015,45.65
6/26/2015,45.26
6/29/2015,44.37
6/30/2015,44.15
7/1/2015,44.45
7/2/2015,44.4
7/6/2015,44.39
7/7/2015,44.3
7/8/2015,44.24
7/9/2015,44.52
7/10/2015,44.61
7/13/2015,45.54
7/14/2015,45.62
7/15/2015,45.76
7/16/2015,46.66
7/17/2015,46.62
7/20/2015,46.92
7/21/2015,47.28
7/22/2015,45.54
7/23/2015,46.11
7/24/2015,45.94
7/27/2015,45.35
7/28/2015,45.34
7/29/2015,46.29
7/30/2015,46.88
7/31/2015,46.7
8/3/2015,46.81
8/4/2015,47.54
8/5/2015,47.58
8/6/2015,46.62
8/7/2015,46.74
8/10/2015,47.33
8/11/2015,46.41
8/12/2015,46.74
8/13/2015,46.73
8/14/2015,47
8/17/2015,47.32
8/18/2015,47.27
8/19/2015,46.61
8/20/2015,45.66
8/21/2015,43.07
8/24/2015,41.68
8/25/2015,40.47
8/26/2015,42.71
8/27/2015,43.9
8/28/2015,43.93
8/31/2015,43.52
9/1/2015,41.82
9/2/2015,43.36
9/3/2015,43.5
9/4/2015,42.61
9/8/2015,43.89
9/9/2015,43.07
9/10/2015,43.29
9/11/2015,43.48
9/14/2015,43.04
9/15/2015,43.98
9/16/2015,44.3
9/17/2015,44.25
9/18/2015,43.48
9/21/2015,44.11
9/22/2015,43.9
9/23/2015,43.87
9/24/2015,43.91
9/25/2015,43.94
9/28/2015,43.29
9/29/2015,43.44
9/30/2015,44.26
10/1/2015,44.61
10/2/2015,45.57
10/5/2015,46.63
10/6/2015,46.75
10/7/2015,46.8
10/8/2015,47.45
10/9/2015,47.11
10/12/2015,47
10/13/2015,46.89
10/14/2015,46.68
10/15/2015,47.01
10/16/2015,47.51
10/19/2015,47.62
10/20/2015,47.77
10/21/2015,47.2
10/22/2015,48.03
10/23/2015,52.87
10/26/2015,54.25
10/27/2015,53.69
10/28/2015,53.98
10/29/2015,53.36
10/30/2015,52.64
11/2/2015,53.24
11/3/2015,54.15
11/4/2015,54.4
11/5/2015,54.38
11/6/2015,54.92
11/9/2015,54.16
11/10/2015,53.51
11/11/2015,53.65
11/12/2015,53.32
11/13/2015,52.84
11/16/2015,53.77
11/17/2015,52.97
11/18/2015,53.85
11/19/2015,53.94
11/20/2015,54.19
11/23/2015,54.19
11/24/2015,54.25
11/25/2015,53.69
11/27/2015,53.93
11/30/2015,54.35
12/1/2015,55.22
12/2/2015,55.21
12/3/2015,54.2
12/4/2015,55.91
12/7/2015,55.81
12/8/2015,55.79
12/9/2015,54.98
12/10/2015,55.27
12/11/2015,54.06
12/14/2015,55.14
12/15/2015,55.2
12/16/2015,56.13
12/17/2015,55.7
12/18/2015,54.13
12/21/2015,54.83
12/22/2015,55.35
12/23/2015,55.82
12/24/2015,55.67
12/28/2015,55.95
12/29/2015,56.55
12/30/2015,56.31
